loan_id,customer_id,borrower_name,age,employment_status,annual_income,credit_score,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,disbursement_date,current_balance,monthly_payment
LN41903027,CUST355016,Franchot Traher,35,Unemployed,52542,722,Debt Consolidation,18749,4.3,12,Current,2023-03-25,50527,1384.25
LN43665719,CUST257120,Filippa Iacavone,51,Unemployed,135843,659,Personal,68605,14.7,12,Default,2023-10-09,16985,1158.27
LN73185509,CUST190733,Wendie Cromie,47,Full-time,86079,743,Debt Consolidation,48258,5.65,60,Default,2023-08-11,21287,813.71
LN62497356,CUST788625,Hieronymus Duxbarry,55,Full-time,66914,765,Debt Consolidation,36485,17.15,72,Active,2024-07-27,19942,636.3
LN48918649,CUST430295,Lanie Warratt,60,Self-employed,144626,850,Home Improvement,36461,12.65,24,Late (16-30 days),2023-08-29,30704,921.14
LN66224555,CUST192992,Rhodia Inns,42,Self-employed,65019,777,Personal,54646,16.72,36,Late (16-30 days),2023-03-13,31689,425.36
LN97233692,CUST207817,Billye Grimme,48,Full-time,76972,634,Personal,12856,8.26,36,Active,2023-11-24,25341,987.31
LN88877535,CUST229496,Merilee Lembcke,53,Self-employed,33749,659,Personal,40201,14.17,36,Default,2023-02-23,5531,653.26
LN90635662,CUST143349,Yvette Shepard,58,Contract,118897,771,Personal,44938,17.53,72,Current,2024-01-17,24804,853.78
LN58337607,CUST741314,Denny Boler,24,Contract,136731,647,Personal,66114,12.82,12,Late (16-30 days),2023-11-22,35392,735.35
LN70766644,CUST163298,Novelia Burcombe,48,Unemployed,96539,554,Debt Consolidation,8975,8.09,72,Current,2024-01-29,57315,505.34
LN34054818,CUST411098,Shay Affleck,66,Self-employed,82618,575,Auto,19822,17.99,24,Active,2023-08-23,4890,1275.01
LN11074106,CUST714646,Maris Phillott,32,Self-employed,44213,675,Business,17987,17.16,72,Late (31+ days),2023-10-20,32495,1449.32
LN80083572,CUST586547,Peadar Barrim,52,Contract,79678,709,Auto,40037,18.99,72,Default,2023-01-31,42771,505.45
LN11518111,CUST532854,Pippy Mapes,60,Part-time,106677,749,Debt Consolidation,52266,12.89,72,Active,2023-11-04,9917,457.3
LN71819986,CUST432660,Brenn Harker,56,Contract,73767,748,Home Improvement,67228,13.94,12,Late (31+ days),2024-04-02,64890,1000.42
LN50580126,CUST918817,Lindsay Laste,39,Contract,86367,674,Home Improvement,64755,6.41,24,Active,2023-04-22,63939,382.17
LN22606320,CUST926493,Jennette Peagram,41,Full-time,123056,795,Debt Consolidation,47980,16.36,24,Late (31+ days),2023-02-15,44020,1081.22
LN17621186,CUST326706,Seamus Tomashov,29,Part-time,127435,755,Home Improvement,12639,11.08,36,Current,2023-06-28,24980,707.25
LN83665627,CUST925799,Bartlet Velden,70,Self-employed,147206,700,Auto,74424,6.61,24,Late (31+ days),2024-05-29,25429,535.43
LN48141232,CUST368576,Meriel Turmall,67,Contract,73645,746,Business,8181,8.99,60,Late (31+ days),2024-04-04,13841,1372.28
LN52654706,CUST240057,Issiah Frosch,25,Full-time,111988,554,Medical,20769,14.79,36,Current,2023-07-19,41526,1133.94
LN55373254,CUST473008,Barclay Gilchrest,33,Full-time,117395,840,Debt Consolidation,10719,12.95,48,Current,2024-06-19,23830,241.57
LN89200283,CUST787218,Vanna Carnock,69,Part-time,73494,711,Debt Consolidation,27555,10.17,72,Late (16-30 days),2023-05-13,38779,371.76
LN42494125,CUST127133,Letta Neubigging,66,Full-time,80645,668,Business,59783,15.71,24,Active,2023-12-25,50335,323.72
LN44608903,CUST446889,Carri Mead,26,Unemployed,55325,560,Business,16337,7.66,72,Late (31+ days),2023-01-07,3957,728.56
LN86980722,CUST947036,Mile Souley,47,Self-employed,149364,777,Debt Consolidation,17413,15.08,48,Active,2023-06-14,30928,875.54
LN65021583,CUST286382,Addy Marson,35,Contract,93838,693,Medical,6933,15.81,36,Late (16-30 days),2024-01-07,35375,390.53
LN59137964,CUST932582,Sher Karp,59,Part-time,138990,771,Business,39974,13.67,60,Late (31+ days),2023-06-10,48340,259.83
LN80343473,CUST610535,Krystyna Byk,69,Self-employed,61273,627,Home Improvement,11700,16.72,12,Active,2023-08-13,61256,204.49
LN65486974,CUST122195,Charis Gut,41,Part-time,48816,681,Home Improvement,50905,10.65,12,Paid Off,2024-04-04,312,1239.3
LN89747246,CUST159117,Evita Dibley,62,Part-time,108833,617,Auto,60580,17.64,24,Late (16-30 days),2024-04-01,49499,1280.28
LN18294838,CUST258339,Tanya Derrington,41,Self-employed,115303,792,Auto,57628,13.93,60,Late (31+ days),2023-12-10,63191,184.69
LN68921799,CUST693584,Valentine Lintill,36,Unemployed,30929,581,Debt Consolidation,73984,8.06,60,Active,2023-05-10,69489,1424.02
LN17388901,CUST577455,Ario Mallan,37,Self-employed,59735,807,Medical,33686,15.0,48,Default,2024-03-30,33027,704.91
LN35868889,CUST361299,Boonie Durrance,45,Part-time,68076,723,Business,59412,9.78,24,Late (16-30 days),2023-07-02,31733,729.0
LN78802183,CUST419174,Emerson Scriver,65,Part-time,78520,664,Debt Consolidation,67568,9.8,60,Late (31+ days),2023-10-31,48084,487.35
LN85659235,CUST996076,Herve Finlry,64,Contract,115893,831,Business,14710,18.87,48,Paid Off,2024-01-16,56962,215.07
LN48152245,CUST573224,Antin Flewitt,60,Unemployed,96836,619,Home Improvement,19825,6.27,48,Active,2023-07-30,25591,448.29
LN28686680,CUST380279,Gusella Sutty,63,Part-time,113899,680,Auto,57676,18.94,48,Active,2023-09-09,36018,1381.61
LN66031904,CUST403597,Ula Walicki,70,Unemployed,125504,759,Business,35124,11.35,12,Paid Off,2023-01-03,60852,1079.77
LN55251005,CUST666245,Everard Bulstrode,32,Contract,70573,558,Personal,51528,11.18,60,Late (16-30 days),2024-07-18,54747,235.34
LN36213576,CUST966170,Doug Panting,51,Full-time,104150,769,Debt Consolidation,34719,16.77,24,Current,2024-01-26,51010,649.67
LN26644689,CUST964913,Wilie Tregunna,23,Part-time,115994,773,Home Improvement,37857,12.13,72,Late (31+ days),2023-09-02,30862,1157.05
LN83834180,CUST394773,Jillane Pettyfer,27,Self-employed,71688,705,Auto,63195,18.04,36,Late (16-30 days),2023-12-09,51506,373.83
LN97010650,CUST609462,Layla Bletsor,42,Full-time,102703,801,Debt Consolidation,61314,7.89,72,Default,2023-11-15,39777,749.19
LN41117488,CUST888218,Colas Littlewood,47,Full-time,73129,737,Home Improvement,49617,8.76,12,Late (16-30 days),2024-06-08,27145,1012.84
LN85633159,CUST669082,Perle Woodison,67,Self-employed,120434,667,Auto,12451,14.33,24,Late (31+ days),2023-09-01,62040,262.25
LN40215364,CUST345186,Esma Serot,28,Contract,44625,822,Personal,11895,6.98,48,Active,2024-01-23,36904,1494.85
LN62639479,CUST604699,Niki Dennis,49,Self-employed,60983,678,Personal,47055,7.57,60,Late (16-30 days),2024-05-29,68296,945.56
LN81369663,CUST501762,Stesha Prinn,52,Part-time,138879,776,Business,15593,7.71,48,Late (31+ days),2023-02-16,44253,514.19
LN81534590,CUST460521,Bartlet Velden,70,Self-employed,147206,700,Auto,74424,6.61,24,Late (31+ days),2024-05-29,25429,535.43
LN75185428,CUST558125,Aristotle Custard,41,Contract,132736,672,Personal,5628,12.43,48,Active,2023-07-24,45316,1381.71
LN30127059,CUST903686,Antin Flewitt,60,Unemployed,96836,619,Home Improvement,19825,6.27,48,Active,2023-07-30,25591,448.29
LN89104733,CUST324230,Maressa Crothers,58,Contract,98774,675,Medical,5188,16.88,24,Default,2024-01-11,11189,1048.43
LN51239668,CUST678835,Warden Castella,24,Part-time,101045,629,Medical,15549,4.05,24,Paid Off,2023-11-17,65165,1370.02
LN28764578,CUST727343,Billye Grimme,48,Full-time,76972,634,Personal,12856,8.26,36,Active,2023-11-24,25341,987.31
LN43320997,CUST139642,Melloney Ludgate,50,Self-employed,134704,671,Home Improvement,8468,14.31,72,Paid Off,2024-03-02,17944,971.49
LN30723765,CUST683071,Austine Teas,53,Part-time,113346,750,Auto,42881,9.71,60,Current,2024-01-26,39689,862.11
LN17787370,CUST740913,Miguelita Cornick,45,Contract,115727,812,Home Improvement,23013,7.88,36,Late (31+ days),2023-04-14,7637,1352.92
LN45447879,CUST118411,Libby Ackrill,47,Self-employed,96390,699,Home Improvement,5788,5.56,48,Late (31+ days),2023-04-26,4043,1238.62
LN46327867,CUST380758,Mendie Charlo,61,Contract,108172,577,Medical,53871,15.85,12,Paid Off,2024-07-27,31094,932.09
LN52697032,CUST489362,Diannne Tumayan,32,Contract,70486,839,Debt Consolidation,35380,6.76,12,Late (31+ days),2024-06-26,16191,433.93
LN47637235,CUST336212,Yolanthe McLucas,59,Contract,38985,731,Personal,62129,11.37,36,Default,2023-02-18,44882,750.74
LN59571782,CUST145011,Heinrik Cross,31,Self-employed,100328,801,Business,17987,7.18,60,Paid Off,2024-01-23,66257,1118.5
LN52632198,CUST494249,Emeline Sharratt,31,Contract,40495,657,Business,7179,13.56,12,Active,2023-10-30,17352,1381.1
LN72251131,CUST128116,Teri Cottrell,46,Full-time,33708,777,Personal,20321,18.63,48,Default,2023-12-05,19653,342.02
LN40942357,CUST751817,Nevin Remmers,48,Part-time,69372,664,Auto,55409,13.51,36,Active,2023-10-18,34922,996.57
LN67443550,CUST998047,Denny Boler,24,Contract,136731,647,Personal,66114,12.82,12,Late (16-30 days),2023-11-22,35392,735.35
LN99016709,CUST557896,Gilli Hastings,49,Unemployed,129115,692,Personal,28596,11.09,36,Default,2023-12-11,27038,368.08
LN65431581,CUST503568,Lion Giacomelli,33,Full-time,62862,671,Business,9707,14.07,12,Late (16-30 days),2023-09-10,30663,682.2
LN24194068,CUST535514,Farrand Shewen,42,Contract,128004,726,Auto,47779,8.24,36,Active,2023-01-12,37327,233.12
LN22543138,CUST539101,Kearney Leftwich,46,Unemployed,98126,750,Medical,16928,14.06,24,Late (16-30 days),2023-05-17,28248,157.27
LN63519251,CUST625623,Heinrik Cross,31,Self-employed,100328,801,Business,17987,7.18,60,Paid Off,2024-01-23,66257,1118.5
LN52436062,CUST375890,Karoly Heigho,21,Unemployed,34460,649,Business,37616,11.54,36,Current,2024-03-21,15500,1372.1
LN58744364,CUST308773,Billi Doy,38,Self-employed,53901,791,Debt Consolidation,13210,13.02,36,Current,2023-02-02,45281,228.41
LN48635534,CUST227600,Minna Willacot,32,Unemployed,77276,849,Personal,12063,18.52,48,Late (31+ days),2024-04-23,15247,815.55
LN41543541,CUST969648,Doloritas Roffey,62,Part-time,145769,835,Personal,24667,10.16,12,Late (16-30 days),2023-01-15,60674,907.04
LN43738244,CUST721296,Matthaeus Dellatorre,29,Self-employed,110551,757,Business,43789,14.71,72,Paid Off,2023-09-24,49287,242.13
LN21895940,CUST179783,Steve Elster,49,Full-time,113244,685,Medical,31117,13.52,12,Late (31+ days),2024-06-24,28367,976.46
LN92569384,CUST264324,Kitty Quincey,44,Self-employed,149096,737,Personal,71974,11.54,12,Late (31+ days),2024-07-10,67431,1420.54
LN80849739,CUST509649,Letitia Cheyenne,45,Unemployed,122065,659,Home Improvement,22740,15.01,48,Current,2023-12-29,39970,896.44
LN42907288,CUST576465,Yolanthe McLucas,59,Contract,38985,731,Personal,62129,11.37,36,Default,2023-02-18,44882,750.74
LN37557942,CUST240401,Finley Garbar,65,Contract,131437,629,Medical,33906,12.33,12,Late (31+ days),2023-04-30,38804,1423.23
LN90817349,CUST262089,Mindy Madoc-Jones,39,Self-employed,92865,650,Auto,50634,15.66,72,Current,2023-07-05,53332,454.81
LN69992194,CUST396107,Derk Sangwin,22,Contract,105285,743,Personal,42560,15.43,48,Default,2024-07-19,1246,458.27
LN42905339,CUST593140,Clay Comellini,61,Contract,82059,679,Personal,21360,7.6,36,Late (16-30 days),2024-05-16,54637,196.21
LN25890533,CUST503296,Corby Rash,43,Self-employed,101833,552,Business,52549,14.32,12,Paid Off,2023-02-01,66065,1074.01
LN26855028,CUST209601,Katleen Kinkead,60,Unemployed,114750,607,Debt Consolidation,68887,11.74,60,Default,2023-12-22,27760,396.27
LN53548389,CUST109046,Hillyer Geeve,67,Part-time,67151,573,Business,29912,9.12,12,Late (16-30 days),2023-09-28,25781,1296.28
LN73649575,CUST909429,Rhodia Goodoune,34,Contract,121207,736,Business,21511,5.69,36,Late (31+ days),2024-02-18,7065,981.51
LN67644335,CUST507749,Cortney Iffland,40,Unemployed,31965,604,Auto,37679,14.41,60,Late (31+ days),2024-07-09,28057,306.26
LN56398206,CUST244503,Dag Moral,30,Full-time,113625,666,Business,8199,13.55,72,Late (31+ days),2024-03-17,10908,1342.52
LN26418822,CUST409682,Nilson Sweetmore,44,Contract,45058,733,Debt Consolidation,38041,4.07,36,Current,2024-03-23,21455,819.83
LN46928126,CUST220120,Laney Beeby,31,Part-time,80742,630,Auto,32088,8.6,72,Late (16-30 days),2024-04-17,67354,1407.06
LN92265221,CUST161350,Reinaldos Searchfield,54,Part-time,97187,842,Debt Consolidation,30303,11.59,36,Late (31+ days),2023-06-08,18474,614.32
LN62050753,CUST408869,Aleece Jaume,30,Part-time,63468,741,Medical,12450,14.95,24,Current,2023-04-18,21379,539.53
LN21282805,CUST188461,Pippy Mapes,60,Part-time,106677,749,Debt Consolidation,52266,12.89,72,Active,2023-11-04,9917,457.3
LN41860334,CUST911720,Theresa Kleinsmuntz,49,Full-time,31675,795,Medical,63436,8.66,48,Default,2023-05-09,67005,370.42
LN28360307,CUST941933,Nerty Tite,43,Contract,93097,625,Personal,60478,7.76,48,Active,2023-05-30,12043,454.91
LN25846592,CUST679716,Banky De Cruze,59,Part-time,141064,777,Home Improvement,5459,4.08,60,Paid Off,2023-01-25,54554,822.63
LN50717463,CUST904488,Farrell Ovell,67,Part-time,70724,753,Business,49315,12.11,24,Current,2024-03-26,17859,167.55
LN54875151,CUST311072,Katha Hucquart,44,Part-time,75080,841,Business,74125,8.92,72,Paid Off,2023-07-10,50691,685.81
LN91647183,CUST392297,Kelcy Rhodus,48,Part-time,123442,837,Auto,39519,16.23,12,Current,2023-04-18,36538,382.07
LN69293167,CUST131579,Thorvald Boldra,52,Unemployed,104787,643,Home Improvement,27484,12.66,72,Active,2023-10-15,30714,1175.31
LN21288419,CUST722167,Emilio Kubiak,34,Self-employed,38617,840,Medical,72754,7.76,24,Late (31+ days),2023-09-20,40776,719.99
LN27736026,CUST100761,Tadio Sherlock,47,Full-time,104276,849,Auto,7910,17.61,60,Paid Off,2024-06-18,7289,903.18
LN81603498,CUST523784,Maura Murrock,37,Unemployed,92354,721,Auto,49858,12.95,12,Late (16-30 days),2023-09-17,35740,190.66
LN72592742,CUST336085,Rosalia Mitchley,61,Unemployed,123301,762,Medical,22715,14.68,72,Paid Off,2023-09-18,18647,1214.25
LN42383069,CUST434145,Jean McPhilip,26,Self-employed,91948,758,Auto,41555,13.41,60,Paid Off,2024-02-26,38487,1006.97
LN37373348,CUST116357,Bertine Averies,29,Part-time,117265,844,Debt Consolidation,71153,10.97,24,Current,2023-03-09,12838,585.27
LN91426256,CUST624992,Tiphanie Blincow,46,Full-time,44006,770,Business,24520,9.3,48,Late (16-30 days),2023-10-06,24404,1478.95
LN53817736,CUST671009,Crysta Measham,21,Unemployed,68568,737,Debt Consolidation,5958,14.13,12,Current,2023-06-11,54977,1104.7
LN99967260,CUST308973,Amandy Blaik,44,Unemployed,102275,758,Medical,6091,5.59,48,Paid Off,2023-01-12,40053,892.87
LN17660427,CUST886777,Karia Marcham,52,Full-time,141024,702,Personal,38237,17.68,60,Current,2024-02-23,65503,1112.02
LN60493841,CUST153445,Kristyn Ladds,49,Unemployed,41139,577,Auto,72797,18.17,60,Paid Off,2023-12-29,23205,588.08
LN44459375,CUST244046,Roxana O'Kinneally,41,Self-employed,33241,741,Personal,40538,13.52,24,Active,2023-01-19,28114,433.79
LN47777033,CUST956012,Ginger Lynas,27,Full-time,127835,789,Auto,59156,13.35,36,Late (16-30 days),2024-01-24,10359,288.38
LN78883806,CUST449130,Westleigh Thackray,59,Full-time,102193,692,Debt Consolidation,52594,18.09,12,Default,2023-07-27,8569,650.87
LN60767474,CUST618361,Hyacinth Panniers,38,Part-time,60190,841,Debt Consolidation,67957,14.19,24,Default,2023-04-03,62699,895.52
LN45210205,CUST509468,Micheline Yglesia,53,Contract,76074,692,Business,17921,14.34,72,Late (16-30 days),2023-05-22,37368,1006.97
LN31343865,CUST512296,Jeffry Dixey,42,Unemployed,97425,662,Home Improvement,65195,6.19,12,Late (31+ days),2023-08-07,26281,655.83
LN10189883,CUST255516,Bogart Lavallin,57,Contract,49496,670,Debt Consolidation,56771,14.73,60,Late (16-30 days),2024-03-11,3434,1360.83
LN15116704,CUST393924,Dagny Ebbetts,31,Full-time,94331,571,Home Improvement,32947,12.8,72,Default,2023-11-30,34265,159.78
LN43095397,CUST195788,Diannne Tumayan,32,Contract,70486,839,Debt Consolidation,35380,6.76,12,Late (31+ days),2024-06-26,16191,433.93
LN24251256,CUST436457,Matthew Boutcher,22,Part-time,76877,555,Auto,49119,4.22,48,Active,2023-04-07,27384,670.98
LN77994317,CUST382047,Karia Marcham,52,Full-time,141024,702,Personal,38237,17.68,60,Current,2024-02-23,65503,1112.02
LN38455941,CUST902398,Hatti Claris,22,Self-employed,133834,715,Home Improvement,47581,8.81,48,Late (16-30 days),2024-04-06,37904,528.71
LN18262937,CUST847973,Lexy Fishley,24,Unemployed,132597,695,Medical,5398,13.75,12,Current,2023-09-27,36873,1053.2
LN77596008,CUST279809,Abe Vogeler,44,Contract,132622,746,Medical,17155,16.68,36,Late (31+ days),2024-01-23,60547,503.36
LN48832343,CUST747777,Jewelle Basillon,21,Full-time,106043,571,Medical,34511,7.11,60,Current,2023-03-01,54212,1132.63
LN89580367,CUST556718,Elvyn Thame,43,Part-time,78385,740,Home Improvement,62557,6.1,36,Default,2024-03-20,8995,815.19
LN13247501,CUST419220,Mildred McCuaig,49,Unemployed,146186,633,Home Improvement,9414,7.03,12,Late (31+ days),2023-02-24,67041,814.71
LN31467663,CUST978061,Curr Halpine,65,Part-time,122480,779,Medical,50138,13.04,36,Active,2023-10-10,14576,658.35
LN35003712,CUST626457,Flo Pleasants,44,Contract,59969,845,Medical,9955,10.34,72,Late (31+ days),2024-04-20,29071,1031.68
LN53356627,CUST640547,Ingeberg Dove,22,Contract,92114,805,Auto,73346,18.74,72,Paid Off,2024-06-04,44250,1191.82
LN71492814,CUST523083,Janina Philp,34,Full-time,87950,577,Medical,46521,18.45,36,Late (16-30 days),2023-01-14,50883,1305.27
LN65459505,CUST432719,Issiah Frosch,25,Full-time,111988,554,Medical,20769,14.79,36,Current,2023-07-19,41526,1133.94
LN65967396,CUST784755,Gabey Cobon,47,Self-employed,141998,845,Business,22535,17.72,12,Active,2024-04-21,56497,547.91
LN14608772,CUST826004,Renie Allabush,37,Contract,49240,587,Auto,12355,17.02,24,Default,2024-04-02,30777,1370.95
LN55184799,CUST746752,Corry MacAllester,29,Unemployed,91682,727,Home Improvement,49899,17.43,12,Late (31+ days),2023-12-07,50981,206.78
LN33026010,CUST124250,Aleta Russe,27,Unemployed,97048,662,Personal,68974,12.09,24,Default,2023-03-28,62723,1405.3
LN45016091,CUST917374,Anni Jamson,24,Contract,95472,736,Medical,54733,11.08,12,Default,2023-05-06,35127,213.04
LN32148921,CUST684532,Daryle Hawyes,50,Self-employed,133365,714,Home Improvement,9283,12.64,24,Late (16-30 days),2023-10-01,62087,857.27
LN72403448,CUST242215,Kimbell Speak,68,Self-employed,76524,820,Personal,28292,18.52,60,Active,2024-03-26,30546,319.76
LN95392418,CUST530201,Denny Boler,24,Contract,136731,647,Personal,66114,12.82,12,Late (16-30 days),2023-11-22,35392,735.35
LN46116547,CUST953793,Trudy Magrane,61,Part-time,34318,799,Debt Consolidation,61900,12.17,24,Current,2023-10-07,23953,541.81
LN19241150,CUST339606,Jareb Izak,53,Unemployed,47556,759,Personal,62339,7.87,36,Active,2023-08-12,36863,656.53
LN37806260,CUST425045,Alexandrina Simeone,47,Self-employed,109042,583,Debt Consolidation,23640,8.23,36,Paid Off,2023-05-25,4701,853.66
LN98304255,CUST692145,Zsa zsa O'Hannigan,55,Unemployed,101345,649,Business,19928,17.25,48,Default,2024-05-17,8848,392.25
LN59316434,CUST184940,Althea Dunkinson,57,Unemployed,72299,758,Personal,43015,5.96,24,Late (16-30 days),2023-02-27,3155,397.39
LN73224753,CUST203114,Griffith Brierton,38,Full-time,45333,835,Medical,13359,10.62,36,Current,2023-12-16,43682,728.01
LN22231057,CUST624772,Rora McCunn,27,Self-employed,121903,692,Home Improvement,9206,12.99,36,Late (16-30 days),2024-07-11,58824,1218.17
LN51908228,CUST253565,Evania Donneely,37,Contract,81020,838,Personal,41479,11.2,48,Active,2024-03-12,41402,1179.28
LN38624886,CUST780519,Irvin Dorney,62,Part-time,105232,722,Auto,37009,14.33,12,Late (31+ days),2023-08-06,2906,1127.31
LN87120608,CUST646827,Dillie Gianotti,32,Part-time,84179,707,Business,64242,7.29,72,Paid Off,2024-04-30,38879,352.74
LN70762520,CUST425384,Donalt De Zamudio,23,Contract,58905,618,Home Improvement,25467,16.27,24,Late (31+ days),2023-04-08,45545,284.21
LN59217164,CUST740162,Sisile Tonsley,26,Contract,49747,649,Debt Consolidation,20236,5.67,24,Late (16-30 days),2023-01-17,53483,1149.01
LN24568746,CUST187721,Raddy Sydney,66,Part-time,52126,762,Home Improvement,21826,9.81,12,Active,2023-09-05,41383,1320.68
LN54651377,CUST995534,Ramonda Gross,32,Self-employed,116016,695,Auto,39188,12.4,36,Paid Off,2024-04-10,8866,470.52
LN10199538,CUST743550,Jeffry Dixey,42,Unemployed,97425,662,Home Improvement,65195,6.19,12,Late (31+ days),2023-08-07,26281,655.83
LN34828389,CUST931641,Libby Ackrill,47,Self-employed,96390,699,Home Improvement,5788,5.56,48,Late (31+ days),2023-04-26,4043,1238.62
LN39061100,CUST471712,Renelle Musico,43,Self-employed,60829,671,Personal,63938,6.86,60,Active,2023-01-10,36062,504.01
LN74256155,CUST842161,Parsifal Pottell,37,Full-time,63603,743,Home Improvement,6816,18.87,48,Late (16-30 days),2024-02-11,23972,1088.39
LN63770164,CUST500256,Gracie Palfery,51,Unemployed,109221,567,Home Improvement,22420,12.16,36,Active,2024-05-24,8878,1425.12
LN66427307,CUST536462,Ree Aucock,23,Unemployed,115101,635,Home Improvement,10698,12.21,60,Late (16-30 days),2023-08-13,23593,1149.77
LN92556786,CUST602815,Everard Bulstrode,32,Contract,70573,558,Personal,51528,11.18,60,Late (16-30 days),2024-07-18,54747,235.34
LN48688579,CUST236980,Colas Littlewood,47,Full-time,73129,737,Home Improvement,49617,8.76,12,Late (16-30 days),2024-06-08,27145,1012.84
LN35692894,CUST858447,Huntington Le Brom,39,Part-time,134696,657,Medical,37043,15.12,60,Late (16-30 days),2023-09-24,20827,1190.79
LN19066378,CUST359524,Joann Annes,34,Unemployed,59986,624,Debt Consolidation,12115,8.8,36,Default,2023-03-27,29589,466.98
LN55363085,CUST483360,Novelia Burcombe,48,Unemployed,96539,554,Debt Consolidation,8975,8.09,72,Current,2024-01-29,57315,505.34
LN57889689,CUST701471,Zsa zsa O'Hannigan,55,Unemployed,101345,649,Business,19928,17.25,48,Default,2024-05-17,8848,392.25
LN64536084,CUST826543,Padget Niemetz,26,Full-time,95075,586,Business,31371,17.95,72,Current,2024-03-21,45878,1399.26
LN12663571,CUST358405,Elise Stede,23,Part-time,58481,668,Personal,5121,6.16,12,Late (31+ days),2023-11-24,64377,232.63
LN97643821,CUST995607,Wendell Sanper,40,Full-time,31354,671,Personal,50070,12.33,12,Late (16-30 days),2023-06-05,67227,1284.57
LN78998143,CUST109960,Zolly Sharpe,42,Full-time,77521,799,Home Improvement,67330,13.92,48,Late (31+ days),2023-02-13,3896,822.17
LN43044034,CUST485460,Concettina Bene,32,Full-time,75820,768,Business,72459,18.53,24,Paid Off,2023-10-13,9084,553.34
LN39365084,CUST616662,Niall Snoden,23,Full-time,92240,641,Debt Consolidation,18362,9.04,48,Default,2023-05-06,22153,810.26
LN68117045,CUST439662,Waylen Theobold,40,Unemployed,109817,833,Auto,54257,7.45,36,Active,2024-04-01,8796,565.12
LN28798787,CUST863891,Tootsie Killbey,45,Self-employed,105967,787,Business,45703,8.71,12,Late (16-30 days),2023-11-15,49727,1174.21
LN44144365,CUST565786,Lovell Olden,23,Full-time,69087,671,Personal,32365,13.74,72,Default,2023-08-31,59415,1469.48
LN22271535,CUST994079,Franky McFarlan,62,Self-employed,133367,631,Debt Consolidation,71889,18.15,48,Current,2024-03-15,11960,728.52
LN82016424,CUST972916,Austine Teas,53,Part-time,113346,750,Auto,42881,9.71,60,Current,2024-01-26,39689,862.11
LN72179879,CUST752201,Zachary Newvill,65,Contract,103182,645,Debt Consolidation,67377,5.97,12,Default,2024-03-24,25038,1477.99
LN43659739,CUST992018,Lauraine Haughin,41,Part-time,117960,705,Debt Consolidation,9630,7.82,72,Late (16-30 days),2023-10-07,68653,1442.18
LN75368350,CUST216394,Adelind Mattingley,44,Unemployed,64358,608,Debt Consolidation,65548,11.79,60,Paid Off,2023-12-11,65215,1473.23
LN55403374,CUST137819,Kristyn Cleevely,49,Unemployed,65236,628,Medical,32273,17.37,12,Late (16-30 days),2024-05-29,26447,157.48
LN41790984,CUST819281,Gabriel Harrison,70,Full-time,128279,717,Medical,22233,14.4,36,Active,2023-01-26,31416,1342.59
LN86572166,CUST248086,Aristotle Custard,41,Contract,132736,672,Personal,5628,12.43,48,Active,2023-07-24,45316,1381.71
LN44619061,CUST713204,Redford Duplan,37,Full-time,60607,647,Home Improvement,28794,4.2,24,Late (16-30 days),2024-01-28,47370,1308.55
LN67130458,CUST693367,Kelby Conaghan,66,Full-time,49167,745,Auto,61322,10.4,12,Active,2024-07-05,47153,1036.97
LN38576720,CUST351476,Zach Winckle,22,Self-employed,122816,691,Business,19720,6.67,24,Active,2023-03-30,22281,673.95
LN47311614,CUST648754,Juli Petrak,52,Full-time,107869,703,Home Improvement,21776,17.73,12,Paid Off,2024-04-17,1966,703.43
LN18534718,CUST756445,Rhodia Goodoune,34,Contract,121207,736,Business,21511,5.69,36,Late (31+ days),2024-02-18,7065,981.51
LN94913487,CUST614900,Booth Gascoine,52,Unemployed,71289,642,Debt Consolidation,27491,11.48,48,Active,2024-07-03,6106,1001.73
LN38938397,CUST961849,Tatum Truckell,43,Full-time,107172,742,Business,16984,8.52,12,Active,2024-03-11,59537,1466.4
LN87336444,CUST921922,Dasi Jimes,25,Full-time,49594,732,Home Improvement,47881,16.65,24,Default,2023-02-01,64848,171.53
LN48558505,CUST832847,Parsifal Pottell,37,Full-time,63603,743,Home Improvement,6816,18.87,48,Late (16-30 days),2024-02-11,23972,1088.39
LN53023539,CUST195893,Yasmin Castel,52,Part-time,98217,836,Personal,57563,17.92,36,Late (16-30 days),2024-06-27,69527,527.19
LN50730618,CUST974641,Wynne Willmett,34,Part-time,81332,614,Auto,73102,9.62,24,Paid Off,2024-03-04,22374,1123.84
LN26415532,CUST720735,Orazio De Bellis,62,Self-employed,51572,571,Business,65846,8.42,24,Current,2023-06-20,41166,1184.42
LN49077245,CUST869166,Novelia Burcombe,48,Unemployed,96539,554,Debt Consolidation,8975,8.09,72,Current,2024-01-29,57315,505.34
LN94014038,CUST963327,Lennie Quiddinton,27,Full-time,100331,825,Medical,61416,7.74,72,Late (16-30 days),2023-08-11,48789,1150.57
LN67761134,CUST936345,Kane Stadden,50,Part-time,148603,689,Auto,18504,8.99,12,Active,2023-01-25,69709,674.4
LN92957511,CUST402862,Isobel Dedden,34,Contract,93757,794,Auto,27704,16.98,60,Paid Off,2023-08-06,10492,868.71
LN26154245,CUST665716,La verne Kydde,55,Self-employed,112657,843,Home Improvement,64036,6.15,60,Active,2023-05-19,50001,756.4
